Target distance: 78, Step size: 1
3142: (x,y) = (-4.25501, 46.6398)
3143: (x,y) = (-3.82046, 45.7392)
3144: (x,y) = (-4.76328, 46.0724)
3145: (x,y) = (-4.89272, 47.064)
3146: (x,y) = (-4.32212, 47.8853)
3147: (x,y) = (-5.09171, 47.2467)
3148: (x,y) = (-6.05128, 47.5282)
3149: (x,y) = (-6.65326, 48.3267)
3150: (x,y) = (-7.32796, 47.5886)
3151: (x,y) = (-6.49426, 48.1408)
3152: (x,y) = (-7.47874, 47.9653)
3153: (x,y) = (-7.63364, 46.9774)
3154: (x,y) = (-6.68752, 46.6536)
3155: (x,y) = (-6.06624, 45.87)
3156: (x,y) = (-6.94772, 46.3422)
3157: (x,y) = (-6.73503, 47.3193)
3158: (x,y) = (-6.73286, 46.3193)
3159: (x,y) = (-7.30702, 47.1381)
3160: (x,y) = (-8.22121, 46.7328)
3161: (x,y) = (-8.63366, 47.6438)
3162: (x,y) = (-9.47286, 47.0999)
3163: (x,y) = (-10.1283, 47.8551)
3164: (x,y) = (-9.12844, 47.8695)
3165: (x,y) = (-8.58643, 48.7099)
3166: (x,y) = (-9.29631, 48.0056)
3167: (x,y) = (-8.53316, 48.6518)
3168: (x,y) = (-9.34484, 48.0677)
3169: (x,y) = (-10.3183, 47.8389)
3170: (x,y) = (-11.0879, 47.2003)
3171: (x,y) = (-10.2622, 47.7645)
3172: (x,y) = (-10.4847, 46.7895)
3173: (x,y) = (-9.60117, 46.3211)
3174: (x,y) = (-9.38848, 47.2982)
3175: (x,y) = (-9.04372, 48.2369)
3176: (x,y) = (-8.86477, 49.2208)
3177: (x,y) = (-9.57063, 49.9291)
3178: (x,y) = (-8.89274, 50.6643)
3179: (x,y) = (-9.34138, 49.7706)
3180: (x,y) = (-9.30481, 48.7713)
3181: (x,y) = (-9.21955, 47.7749)
3182: (x,y) = (-9.06598, 46.7868)
3183: (x,y) = (-9.93353, 46.2894)
3184: (x,y) = (-10.9277, 46.1821)
3185: (x,y) = (-9.97533, 46.4868)
3186: (x,y) = (-10.955, 46.6876)
3187: (x,y) = (-10.9127, 47.6867)
3188: (x,y) = (-11.8326, 47.2946)
3189: (x,y) = (-12.8268, 47.1872)
3190: (x,y) = (-13.5605, 46.5077)
3191: (x,y) = (-13.0185, 47.3481)
3192: (x,y) = (-12.4813, 46.5047)
3193: (x,y) = (-12.2351, 47.4739)
3194: (x,y) = (-11.8006, 46.5733)
3195: (x,y) = (-11.1122, 45.8479)
3196: (x,y) = (-11.5736, 44.9607)
3197: (x,y) = (-12.5165, 45.294)
3198: (x,y) = (-11.5188, 45.3628)
3199: (x,y) = (-11.8352, 46.3114)
3200: (x,y) = (-12.0661, 47.2844)
3201: (x,y) = (-11.1894, 46.8034)
3202: (x,y) = (-11.5248, 45.8613)
3203: (x,y) = (-10.5421, 46.0466)
3204: (x,y) = (-9.85371, 45.3213)
3205: (x,y) = (-8.98682, 44.8228)
3206: (x,y) = (-9.97676, 44.6812)
3207: (x,y) = (-10.7519, 45.3131)
3208: (x,y) = (-11.4856, 44.6336)
3209: (x,y) = (-12.0526, 43.8099)
3210: (x,y) = (-11.2269, 44.374)
3211: (x,y) = (-11.6883, 43.4868)
3212: (x,y) = (-12.6421, 43.7875)
3213: (x,y) = (-12.3162, 44.7329)
3214: (x,y) = (-12.5331, 45.7091)
3215: (x,y) = (-12.8167, 46.6681)
3216: (x,y) = (-13.8109, 46.5607)
3217: (x,y) = (-13.7944, 45.5608)
3218: (x,y) = (-13.2693, 44.7098)
3219: (x,y) = (-12.497, 45.3449)
3220: (x,y) = (-12.7943, 46.2997)
3221: (x,y) = (-13.7664, 46.5341)
3222: (x,y) = (-13.9157, 47.5229)
3223: (x,y) = (-13.4153, 48.3887)
3224: (x,y) = (-12.4153, 48.3887)
3225: (x,y) = (-11.5896, 48.9528)
3226: (x,y) = (-12.1061, 49.8091)
3227: (x,y) = (-12.5676, 48.9219)
3228: (x,y) = (-12.0016, 48.0975)
3229: (x,y) = (-12.6081, 47.3024)
3230: (x,y) = (-11.6206, 47.1453)
3231: (x,y) = (-12.5892, 47.3936)
3232: (x,y) = (-11.9262, 46.645)
3233: (x,y) = (-12.3749, 45.7513)
3234: (x,y) = (-13.3728, 45.8158)
3235: (x,y) = (-13.4594, 44.8195)
3236: (x,y) = (-12.5827, 44.3385)
3237: (x,y) = (-11.6243, 44.6241)
3238: (x,y) = (-12.5839, 44.9056)
3239: (x,y) = (-13.554, 44.6628)
3240: (x,y) = (-12.5688, 44.834)
3241: (x,y) = (-13.5087, 44.4926)
3242: (x,y) = (-13.4521, 45.491)
3243: (x,y) = (-13.2787, 44.5061)
3244: (x,y) = (-12.3308, 44.8245)
3245: (x,y) = (-13.3177, 44.6632)
3246: (x,y) = (-14.0376, 45.3573)
3247: (x,y) = (-13.3389, 44.6419)
3248: (x,y) = (-14.223, 44.1747)
3249: (x,y) = (-14.0103, 45.1518)
3250: (x,y) = (-13.0127, 45.2206)
3251: (x,y) = (-12.1902, 44.6518)
3252: (x,y) = (-12.46, 43.6888)
3253: (x,y) = (-13.3999, 43.3474)
3254: (x,y) = (-14.1057, 44.0557)
3255: (x,y) = (-13.1081, 44.1245)
3256: (x,y) = (-12.1473, 43.8472)
3257: (x,y) = (-11.1762, 44.0857)
3258: (x,y) = (-11.5755, 43.1689)
3259: (x,y) = (-11.0976, 42.2905)
3260: (x,y) = (-10.1278, 42.0465)
3261: (x,y) = (-9.15336, 41.8219)
3262: (x,y) = (-9.56582, 42.7329)
3263: (x,y) = (-8.95585, 41.9404)
3264: (x,y) = (-9.44754, 41.0696)
3265: (x,y) = (-8.6626, 41.6892)
3266: (x,y) = (-7.87232, 41.0765)
3267: (x,y) = (-7.11286, 40.4259)
3268: (x,y) = (-8.06659, 40.7266)
3269: (x,y) = (-8.78651, 41.4206)
3270: (x,y) = (-9.74608, 41.7021)
3271: (x,y) = (-10.7412, 41.8009)
3272: (x,y) = (-10.6303, 42.7947)
3273: (x,y) = (-9.65275, 42.5841)
3274: (x,y) = (-10.5803, 42.2105)
3275: (x,y) = (-10.9928, 43.1215)
3276: (x,y) = (-11.9847, 42.9942)
3277: (x,y) = (-11.0576, 42.6194)
3278: (x,y) = (-10.8645, 43.6006)
3279: (x,y) = (-10.1617, 44.312)
3280: (x,y) = (-9.78488, 45.2382)
3281: (x,y) = (-10.7849, 45.2339)
3282: (x,y) = (-11.259, 46.1144)
3283: (x,y) = (-10.9142, 47.053)
3284: (x,y) = (-10.0696, 47.5884)
3285: (x,y) = (-10.3586, 46.6311)
3286: (x,y) = (-10.0792, 47.5913)
3287: (x,y) = (-9.18396, 48.0368)
3288: (x,y) = (-8.22563, 48.3224)
3289: (x,y) = (-7.88087, 49.2611)
3290: (x,y) = (-7.75574, 50.2532)
3291: (x,y) = (-6.78002, 50.4723)
3292: (x,y) = (-6.38991, 51.3931)
3293: (x,y) = (-5.9735, 50.4839)
3294: (x,y) = (-5.20477, 49.8443)
3295: (x,y) = (-4.63417, 50.6655)
3296: (x,y) = (-4.64636, 51.6655)
3297: (x,y) = (-4.26148, 50.7425)
3298: (x,y) = (-3.29389, 50.995)
3299: (x,y) = (-3.54978, 50.0283)
3300: (x,y) = (-4.54932, 50.0584)
3301: (x,y) = (-4.2754, 49.0966)
3302: (x,y) = (-5.26726, 48.9693)
3303: (x,y) = (-5.23069, 47.97)
3304: (x,y) = (-4.99002, 46.9994)
3305: (x,y) = (-4.21766, 47.6346)
3306: (x,y) = (-3.32238, 48.0801)
3307: (x,y) = (-3.68463, 49.0122)
3308: (x,y) = (-2.81493, 49.5057)
3309: (x,y) = (-3.65413, 48.9619)
3310: (x,y) = (-3.75502, 47.967)
3311: (x,y) = (-3.88446, 48.9586)
3312: (x,y) = (-4.68084, 49.5634)
3313: (x,y) = (-5.3254, 50.3279)
3314: (x,y) = (-5.24015, 49.3316)
3315: (x,y) = (-6.2358, 49.2385)
3316: (x,y) = (-5.4216, 49.8191)
3317: (x,y) = (-5.73797, 50.7677)
3318: (x,y) = (-4.97851, 50.1171)
3319: (x,y) = (-5.91645, 50.4639)
3320: (x,y) = (-6.916, 50.494)
3321: (x,y) = (-7.78071, 50.9963)
3322: (x,y) = (-8.77184, 51.1292)
3323: (x,y) = (-9.18947, 50.2206)
3324: (x,y) = (-9.2704, 51.2173)
3325: (x,y) = (-9.60573, 50.2752)
3326: (x,y) = (-9.09785, 49.4138)
3327: (x,y) = (-10.0935, 49.3207)
3328: (x,y) = (-9.70863, 48.3977)
3329: (x,y) = (-9.41547, 49.3538)
3330: (x,y) = (-10.4054, 49.2123)
3331: (x,y) = (-10.9219, 50.0686)
3332: (x,y) = (-9.92211, 50.0485)
3333: (x,y) = (-9.02052, 50.4811)
3334: (x,y) = (-8.29367, 51.1679)
3335: (x,y) = (-8.07251, 50.1927)
3336: (x,y) = (-7.68239, 51.1134)
3337: (x,y) = (-8.68234, 51.1235)
3338: (x,y) = (-9.56382, 51.5957)
3339: (x,y) = (-9.679, 52.589)
3340: (x,y) = (-10.4449, 53.2319)
3341: (x,y) = (-11.4045, 53.5134)
3342: (x,y) = (-10.8795, 52.6623)
3343: (x,y) = (-10.6583, 51.6871)
3344: (x,y) = (-10.255, 50.772)
3345: (x,y) = (-9.4441, 50.1868)
3346: (x,y) = (-9.91823, 51.0673)
3347: (x,y) = (-9.69152, 52.0413)
3348: (x,y) = (-9.56639, 53.0334)
3349: (x,y) = (-10.562, 52.9403)
3350: (x,y) = (-11.1125, 52.1054)
3351: (x,y) = (-11.2674, 51.1175)
3352: (x,y) = (-10.3596, 50.6979)
3353: (x,y) = (-11.2773, 51.0952)
3354: (x,y) = (-11.3782, 50.1003)
3355: (x,y) = (-11.0335, 51.039)
3356: (x,y) = (-10.5207, 51.8976)
3357: (x,y) = (-11.3407, 51.3252)
3358: (x,y) = (-10.3441, 51.4083)
3359: (x,y) = (-9.34472, 51.4427)
3360: (x,y) = (-8.53051, 52.0232)
3361: (x,y) = (-9.45043, 51.6311)
3362: (x,y) = (-10.0839, 50.8574)
3363: (x,y) = (-9.25826, 51.4215)
3364: (x,y) = (-8.40904, 50.8935)
3365: (x,y) = (-8.3381, 49.896)
3366: (x,y) = (-8.07802, 50.8616)
3367: (x,y) = (-7.37524, 51.573)
3368: (x,y) = (-8.3081, 51.2128)
3369: (x,y) = (-7.4972, 50.6276)
3370: (x,y) = (-8.00625, 49.7668)
3371: (x,y) = (-7.04955, 49.4758)
3372: (x,y) = (-7.79292, 50.1446)
3373: (x,y) = (-7.47243, 49.1974)
3374: (x,y) = (-7.36721, 48.2029)
3375: (x,y) = (-7.08783, 49.1631)
3376: (x,y) = (-7.20865, 48.1704)
3377: (x,y) = (-8.017, 48.7591)
3378: (x,y) = (-8.21988, 47.7799)
3379: (x,y) = (-8.31512, 48.7754)
3380: (x,y) = (-7.45549, 48.2645)
3381: (x,y) = (-8.18531, 48.9481)
3382: (x,y) = (-7.19221, 49.0655)
3383: (x,y) = (-6.59826, 48.261)
3384: (x,y) = (-5.97253, 49.041)
3385: (x,y) = (-5.92161, 48.0423)
3386: (x,y) = (-6.61722, 48.7607)
3387: (x,y) = (-6.96605, 49.6979)
3388: (x,y) = (-7.53308, 48.8742)
3389: (x,y) = (-7.93241, 47.9574)
3390: (x,y) = (-8.79997, 47.4601)
3391: (x,y) = (-7.86354, 47.8109)
3392: (x,y) = (-8.80824, 47.483)
3393: (x,y) = (-8.82044, 48.4829)
3394: (x,y) = (-8.39887, 49.3897)
3395: (x,y) = (-9.39788, 49.4341)
3396: (x,y) = (-9.81034, 50.3451)
3397: (x,y) = (-10.3194, 49.4844)
3398: (x,y) = (-9.55065, 48.8448)
3399: (x,y) = (-8.83772, 48.1436)
3400: (x,y) = (-9.66902, 47.5877)
3401: (x,y) = (-10.5366, 47.0904)
3402: (x,y) = (-9.84408, 47.8118)
3403: (x,y) = (-8.84645, 47.8806)
3404: (x,y) = (-9.08291, 46.909)
3405: (x,y) = (-8.27201, 46.3238)
3406: (x,y) = (-9.26767, 46.2307)
3407: (x,y) = (-10.2511, 46.4118)
3408: (x,y) = (-11.0628, 45.8277)
3409: (x,y) = (-10.952, 46.8215)
3410: (x,y) = (-11.0386, 45.8253)
3411: (x,y) = (-12.0036, 45.5631)
3412: (x,y) = (-11.1544, 45.035)
3413: (x,y) = (-10.3021, 45.5582)
3414: (x,y) = (-10.6563, 44.6231)
3415: (x,y) = (-9.80409, 45.1463)
3416: (x,y) = (-9.18963, 45.9352)
3417: (x,y) = (-9.87071, 46.6674)
3418: (x,y) = (-10.3797, 45.8067)
3419: (x,y) = (-9.67696, 46.5181)
3420: (x,y) = (-8.80726, 47.0117)
3421: (x,y) = (-9.68187, 46.5268)
3422: (x,y) = (-9.27337, 47.4396)
3423: (x,y) = (-9.93313, 46.6881)
3424: (x,y) = (-9.25524, 47.4233)
3425: (x,y) = (-9.74692, 46.5525)
3426: (x,y) = (-10.6441, 46.9941)
3427: (x,y) = (-10.8329, 46.0121)
3428: (x,y) = (-11.4775, 46.7767)
3429: (x,y) = (-12.0398, 47.6036)
3430: (x,y) = (-12.7251, 46.8752)
3431: (x,y) = (-11.7643, 46.5979)
3432: (x,y) = (-11.6193, 47.5874)
3433: (x,y) = (-10.6829, 47.9382)
3434: (x,y) = (-10.7781, 48.9337)
3435: (x,y) = (-9.85101, 48.5588)
3436: (x,y) = (-8.85496, 48.4701)
3437: (x,y) = (-7.97553, 48.9461)
3438: (x,y) = (-8.19801, 47.9712)
3439: (x,y) = (-8.95465, 47.3173)
3440: (x,y) = (-9.70181, 46.6527)
3441: (x,y) = (-9.52846, 45.6678)
3442: (x,y) = (-10.4971, 45.9161)
3443: (x,y) = (-11.437, 45.5747)
3444: (x,y) = (-10.774, 44.8261)
3445: (x,y) = (-11.7278, 45.1267)
3446: (x,y) = (-10.7933, 44.7705)
3447: (x,y) = (-11.1556, 45.7026)
3448: (x,y) = (-10.5733, 44.8897)
3449: (x,y) = (-9.72404, 44.3616)
3450: (x,y) = (-10.6548, 44.7272)
3451: (x,y) = (-10.5639, 45.723)
3452: (x,y) = (-11.5558, 45.5957)
3453: (x,y) = (-10.6723, 45.1273)
3454: (x,y) = (-10.1893, 46.003)
3455: (x,y) = (-9.30581, 45.5346)
3456: (x,y) = (-10.0395, 44.8551)
3457: (x,y) = (-10.8393, 44.2549)
3458: (x,y) = (-11.288, 43.3612)
3459: (x,y) = (-11.4712, 44.3442)
3460: (x,y) = (-10.5251, 44.0204)
3461: (x,y) = (-11.3162, 43.4087)
3462: (x,y) = (-12.2862, 43.166)
3463: (x,y) = (-13.2774, 43.2989)
3464: (x,y) = (-13.6449, 42.3689)
3465: (x,y) = (-12.967, 43.104)
3466: (x,y) = (-13.9098, 43.4373)
3467: (x,y) = (-14.3275, 42.5287)
3468: (x,y) = (-14.1148, 43.5058)
3469: (x,y) = (-13.7379, 44.4321)
3470: (x,y) = (-14.5692, 43.8763)
3471: (x,y) = (-13.9324, 43.1053)
3472: (x,y) = (-12.9324, 43.1053)
3473: (x,y) = (-13.5343, 43.9038)
3474: (x,y) = (-13.7568, 42.9289)
3475: (x,y) = (-13.2441, 43.7874)
3476: (x,y) = (-12.719, 42.9363)
3477: (x,y) = (-11.7492, 42.6922)
3478: (x,y) = (-12.7404, 42.8252)
3479: (x,y) = (-11.7443, 42.7364)
3480: (x,y) = (-10.9334, 42.1512)
3481: (x,y) = (-10.9112, 43.151)
3482: (x,y) = (-10.7323, 44.1348)
3483: (x,y) = (-10.9211, 43.1528)
3484: (x,y) = (-11.9007, 43.3536)
3485: (x,y) = (-12.6971, 43.9584)
3486: (x,y) = (-13.1762, 43.0806)
3487: (x,y) = (-12.4494, 43.7674)
3488: (x,y) = (-12.7467, 44.7222)
3489: (x,y) = (-13.2081, 43.835)
3490: (x,y) = (-13.6872, 42.9573)
3491: (x,y) = (-14.6484, 42.6813)
3492: (x,y) = (-14.9972, 43.6184)
3493: (x,y) = (-14.9206, 44.6155)
3494: (x,y) = (-13.9727, 44.9339)
3495: (x,y) = (-12.9728, 44.9483)
3496: (x,y) = (-13.6786, 45.6567)
3497: (x,y) = (-14.6594, 45.4615)
3498: (x,y) = (-13.6618, 45.5302)
3499: (x,y) = (-12.893, 44.8907)
3500: (x,y) = (-11.8999, 45.008)
3501: (x,y) = (-11.0775, 44.4392)
3502: (x,y) = (-10.1913, 44.9025)
3503: (x,y) = (-10.6038, 45.8135)
3504: (x,y) = (-10.8541, 46.7817)
3505: (x,y) = (-10.5996, 45.8146)
3506: (x,y) = (-11.5965, 45.8934)
3507: (x,y) = (-12.4937, 46.335)
3508: (x,y) = (-11.6142, 46.811)
3509: (x,y) = (-11.7095, 47.8065)
3510: (x,y) = (-11.9459, 46.8348)
3511: (x,y) = (-12.2948, 47.772)
3512: (x,y) = (-11.9232, 46.8436)
3513: (x,y) = (-11.8466, 47.8407)
3514: (x,y) = (-10.9052, 48.1781)
3515: (x,y) = (-11.254, 49.1152)
3516: (x,y) = (-10.3404, 48.7087)
3517: (x,y) = (-9.35772, 48.8941)
3518: (x,y) = (-9.67949, 47.9473)
3519: (x,y) = (-9.74042, 48.9454)
3520: (x,y) = (-10.0294, 47.9881)
3521: (x,y) = (-10.8461, 48.5651)
3522: (x,y) = (-10.3507, 47.6965)
3523: (x,y) = (-9.38834, 47.9683)
3524: (x,y) = (-8.46125, 47.5935)
3525: (x,y) = (-7.69252, 46.9539)
3526: (x,y) = (-8.25486, 47.7808)
3527: (x,y) = (-8.88837, 47.0071)
3528: (x,y) = (-9.07718, 46.0251)
3529: (x,y) = (-9.69505, 46.8113)
3530: (x,y) = (-10.6279, 46.4511)
3531: (x,y) = (-9.71198, 46.8524)
3532: (x,y) = (-9.77291, 47.8506)
3533: (x,y) = (-8.94236, 47.2936)
3534: (x,y) = (-9.70831, 47.9365)
3535: (x,y) = (-9.12597, 47.1236)
3536: (x,y) = (-9.24679, 46.1309)
3537: (x,y) = (-8.79428, 47.0227)
3538: (x,y) = (-9.68505, 46.5682)
3539: (x,y) = (-9.03285, 47.3263)
3540: (x,y) = (-9.09946, 46.3285)
3541: (x,y) = (-9.36373, 47.2929)
3542: (x,y) = (-10.313, 47.6072)
3543: (x,y) = (-11.2641, 47.2983)
3544: (x,y) = (-10.7862, 46.4199)
3545: (x,y) = (-10.6326, 45.4318)
3546: (x,y) = (-10.0739, 46.2611)
3547: (x,y) = (-9.81928, 45.2941)
3548: (x,y) = (-9.14139, 46.0293)
3549: (x,y) = (-8.38193, 45.3787)
3550: (x,y) = (-7.5025, 45.8547)
3551: (x,y) = (-6.86126, 46.6221)
3552: (x,y) = (-7.71119, 46.0952)
3553: (x,y) = (-6.86197, 45.5672)
3554: (x,y) = (-7.85556, 45.6802)
3555: (x,y) = (-7.2456, 44.8877)
3556: (x,y) = (-6.55311, 45.6092)
3557: (x,y) = (-6.08783, 44.724)
3558: (x,y) = (-7.08782, 44.7197)
3559: (x,y) = (-6.6353, 45.6114)
3560: (x,y) = (-7.6289, 45.7244)
3561: (x,y) = (-8.258, 46.5018)
3562: (x,y) = (-8.23579, 47.5015)
3563: (x,y) = (-8.28805, 46.5029)
3564: (x,y) = (-8.58535, 47.4577)
3565: (x,y) = (-9.24511, 46.7062)
3566: (x,y) = (-8.45483, 46.0934)
3567: (x,y) = (-9.07271, 46.8797)
3568: (x,y) = (-8.30035, 47.5149)
3569: (x,y) = (-9.3003, 47.5249)
3570: (x,y) = (-10.2993, 47.5694)
3571: (x,y) = (-9.71698, 46.7564)
3572: (x,y) = (-8.87237, 47.2918)
3573: (x,y) = (-8.81577, 48.2902)
3574: (x,y) = (-9.71298, 48.7318)
3575: (x,y) = (-9.69076, 49.7316)
3576: (x,y) = (-8.73834, 50.0363)
3577: (x,y) = (-9.6059, 49.539)
3578: (x,y) = (-8.68996, 49.9403)
3579: (x,y) = (-9.64369, 50.241)
3580: (x,y) = (-9.5242, 49.2481)
3581: (x,y) = (-8.90975, 50.0371)
3582: (x,y) = (-9.64344, 49.3576)
3583: (x,y) = (-10.3963, 50.0157)
3584: (x,y) = (-11.1623, 50.6586)
3585: (x,y) = (-10.3565, 51.2508)
3586: (x,y) = (-10.5058, 52.2396)
3587: (x,y) = (-10.1025, 51.3246)
3588: (x,y) = (-9.9575, 52.314)
3589: (x,y) = (-9.06221, 52.7595)
3590: (x,y) = (-8.06241, 52.7395)
3591: (x,y) = (-8.3183, 51.7727)
3592: (x,y) = (-9.28699, 52.021)
3593: (x,y) = (-10.252, 51.7589)
3594: (x,y) = (-10.0449, 50.7805)
3595: (x,y) = (-9.10845, 51.1314)
3596: (x,y) = (-8.66879, 52.0296)
3597: (x,y) = (-8.93853, 51.0666)
3598: (x,y) = (-9.79301, 51.5861)
3599: (x,y) = (-10.0239, 52.5591)
3600: (x,y) = (-11.0236, 52.5347)
3601: (x,y) = (-10.7775, 53.504)
3602: (x,y) = (-11.6951, 53.9013)
3603: (x,y) = (-10.8927, 53.3045)
3604: (x,y) = (-10.8905, 52.3045)
3605: (x,y) = (-10.2427, 51.5428)
3606: (x,y) = (-9.62822, 52.3317)
3607: (x,y) = (-8.81401, 52.9123)
3608: (x,y) = (-8.67464, 51.922)
3609: (x,y) = (-9.6703, 51.829)
3610: (x,y) = (-10.6102, 51.4875)
3611: (x,y) = (-10.0443, 50.6631)
3612: (x,y) = (-9.07813, 50.4051)
3613: (x,y) = (-10.0641, 50.572)
3614: (x,y) = (-10.997, 50.2118)
3615: (x,y) = (-11.5711, 51.0305)
3616: (x,y) = (-12.3498, 50.4031)
3617: (x,y) = (-11.8543, 49.5345)
3618: (x,y) = (-12.834, 49.7352)
3619: (x,y) = (-12.1667, 50.4801)
3620: (x,y) = (-11.8873, 51.4402)
3621: (x,y) = (-12.8863, 51.4847)
3622: (x,y) = (-12.1734, 50.7834)
3623: (x,y) = (-11.1918, 50.5925)
3624: (x,y) = (-11.696, 51.4561)
3625: (x,y) = (-12.2343, 50.6134)
3626: (x,y) = (-11.2929, 50.9508)
3627: (x,y) = (-12.2903, 50.8777)
3628: (x,y) = (-12.7993, 50.0169)
3629: (x,y) = (-12.6599, 49.0267)
3630: (x,y) = (-11.9572, 49.7381)
3631: (x,y) = (-12.9368, 49.9388)
3632: (x,y) = (-11.9392, 50.0076)
3633: (x,y) = (-12.8668, 49.634)
3634: (x,y) = (-13.6544, 50.2502)
3635: (x,y) = (-13.5834, 49.2527)
3636: (x,y) = (-13.5813, 48.2527)
3637: (x,y) = (-13.0272, 47.4202)
3638: (x,y) = (-12.3642, 46.6716)
3639: (x,y) = (-11.9297, 45.771)
3640: (x,y) = (-12.5588, 46.5483)
3641: (x,y) = (-12.7476, 45.5663)
3642: (x,y) = (-13.0829, 44.6242)
3643: (x,y) = (-13.6453, 45.4511)
3644: (x,y) = (-13.4663, 46.4349)
3645: (x,y) = (-13.5272, 47.4331)
3646: (x,y) = (-12.5274, 47.413)
3647: (x,y) = (-11.835, 48.1344)
3648: (x,y) = (-12.6101, 48.7663)
3649: (x,y) = (-13.6091, 48.8107)
3650: (x,y) = (-13.8926, 49.7697)
3651: (x,y) = (-14.5778, 49.0413)
3652: (x,y) = (-14.7948, 50.0175)
3653: (x,y) = (-15.7782, 50.1986)
3654: (x,y) = (-16.5899, 49.6145)
3655: (x,y) = (-17.3236, 48.935)
3656: (x,y) = (-18.2271, 49.3637)
3657: (x,y) = (-17.2704, 49.0726)
3658: (x,y) = (-18.1738, 49.5013)
3659: (x,y) = (-17.4569, 50.1985)
3660: (x,y) = (-17.6118, 49.2105)
3661: (x,y) = (-17.0019, 48.4181)
3662: (x,y) = (-17.7356, 47.7386)
3663: (x,y) = (-16.7599, 47.9577)
3664: (x,y) = (-16.9823, 46.9827)
3665: (x,y) = (-17.3948, 47.8937)
3666: (x,y) = (-16.589, 48.4859)
3667: (x,y) = (-17.588, 48.5303)
3668: (x,y) = (-17.0581, 49.3784)
3669: (x,y) = (-17.1534, 50.3739)
3670: (x,y) = (-17.5475, 51.2929)
3671: (x,y) = (-17.1311, 50.3838)
3672: (x,y) = (-17.5119, 51.3084)
3673: (x,y) = (-16.5496, 51.5802)
3674: (x,y) = (-17.5218, 51.8146)
3675: (x,y) = (-18.4996, 51.6053)
3676: (x,y) = (-18.8296, 52.5493)
3677: (x,y) = (-19.8265, 52.6281)
3678: (x,y) = (-20.1618, 51.686)
3679: (x,y) = (-19.1713, 51.8232)
3680: (x,y) = (-19.3545, 52.8063)
3681: (x,y) = (-19.6049, 53.7744)
3682: (x,y) = (-20.1837, 52.9589)
3683: (x,y) = (-19.6758, 52.0975)
3684: (x,y) = (-19.6049, 51.1)
3685: (x,y) = (-20.556, 50.7911)
3686: (x,y) = (-21.5495, 50.9041)
3687: (x,y) = (-21.3565, 51.8853)
3688: (x,y) = (-21.0036, 50.9497)
3689: (x,y) = (-20.7574, 51.9189)
3690: (x,y) = (-21.3909, 51.1452)
3691: (x,y) = (-22.3185, 50.7716)
3692: (x,y) = (-21.4848, 51.3238)
3693: (x,y) = (-22.4177, 50.9635)
3694: (x,y) = (-21.6068, 50.3783)
3695: (x,y) = (-21.2539, 49.4427)
3696: (x,y) = (-20.541, 48.7414)
3697: (x,y) = (-21.0151, 49.6219)
3698: (x,y) = (-21.8268, 49.0378)
3699: (x,y) = (-22.3433, 49.8941)
3700: (x,y) = (-21.5619, 49.2701)
3701: (x,y) = (-20.6157, 48.9462)
3702: (x,y) = (-20.2072, 49.859)
3703: (x,y) = (-19.9279, 50.8192)
3704: (x,y) = (-20.1782, 51.7873)
3705: (x,y) = (-19.2276, 51.4771)
3706: (x,y) = (-19.1224, 50.4827)
3707: (x,y) = (-18.341, 49.8586)
3708: (x,y) = (-19.3176, 50.0735)
3709: (x,y) = (-19.2467, 49.076)
3710: (x,y) = (-18.387, 48.5651)
3711: (x,y) = (-17.4346, 48.8699)
3712: (x,y) = (-18.0251, 49.6769)
3713: (x,y) = (-17.3367, 48.9516)
3714: (x,y) = (-16.5904, 48.2859)
3715: (x,y) = (-17.4373, 48.8177)
3716: (x,y) = (-17.6262, 47.8356)
3717: (x,y) = (-18.1053, 46.9579)
3718: (x,y) = (-17.2944, 46.3727)
3719: (x,y) = (-18.2343, 46.0312)
3720: (x,y) = (-17.3927, 45.4911)
3721: (x,y) = (-18.2986, 45.0675)
3722: (x,y) = (-19.2479, 45.3818)
3723: (x,y) = (-19.5968, 46.319)
3724: (x,y) = (-18.9295, 47.0639)
3725: (x,y) = (-19.5245, 46.2602)
3726: (x,y) = (-20.379, 46.7797)
3727: (x,y) = (-20.7413, 47.7117)
3728: (x,y) = (-19.7419, 47.7461)
3729: (x,y) = (-18.7835, 48.0318)
3730: (x,y) = (-17.8328, 47.7216)
3731: (x,y) = (-17.0304, 47.1248)
3732: (x,y) = (-17.2947, 48.0892)
3733: (x,y) = (-18.2634, 48.3375)
3734: (x,y) = (-19.0801, 48.9146)
3735: (x,y) = (-18.3435, 48.2383)
3736: (x,y) = (-19.2689, 48.6171)
3737: (x,y) = (-18.9431, 49.5626)
3738: (x,y) = (-18.0478, 50.0081)
3739: (x,y) = (-17.2062, 49.4679)
3740: (x,y) = (-17.2872, 50.4646)
3741: (x,y) = (-16.2925, 50.5676)
3742: (x,y) = (-16.3391, 51.5666)
3743: (x,y) = (-15.5928, 50.9009)
3744: (x,y) = (-15.2027, 51.8217)
3745: (x,y) = (-14.7198, 52.6973)
3746: (x,y) = (-15.1939, 53.5778)
3747: (x,y) = (-14.3447, 53.0498)
3748: (x,y) = (-13.8074, 52.2063)
3749: (x,y) = (-13.854, 53.2052)
3750: (x,y) = (-14.8536, 53.2353)
3751: (x,y) = (-13.9839, 53.7289)
3752: (x,y) = (-13.306, 54.464)
